transaction_id,amount_gbp,hour_of_day,merchant_category,payment_method,transaction_velocity,location_risk,fraud_label,timestamp
7997,1837.43,21,restaurants,mobile_wallet,5,6,0,2025-01-12 02:32:00
7998,1519.86,13,restaurants,credit_card,9,1,0,2025-01-17 15:51:00
7999,329.0,7,fashion,bank_transfer,12,7,0,2025-01-12 02:36:00
8000,1555.05,11,restaurants,debit_card,11,6,0,2025-01-06 13:19:00
8001,63.11,21,electronics,bank_transfer,3,4,0,2025-01-17 16:00:00
8002,793.74,14,subscriptions,mobile_wallet,11,5,0,2025-01-17 16:03:00
8003,1826.0,5,fashion,credit_card,4,7,0,2025-01-17 16:06:00
8004,1660.04,19,gaming,mobile_wallet,15,8,1,2025-01-17 16:09:00
8005,1325.44,14,restaurants,mobile_wallet,4,3,0,2025-01-23 05:36:00
8006,22.62,18,gaming,bank_transfer,8,1,0,2025-01-17 16:15:00
8007,1122.23,1,travel,mobile_wallet,14,9,1,2025-01-23 05:44:00
8008,226.52,20,fashion,bank_transfer,13,5,0,2025-01-23 05:48:00
8009,488.09,2,gaming,debit_card,2,5,0,2025-01-23 05:52:00
8010,643.91,16,groceries,credit_card,10,0,0,2025-01-17 16:27:00
8011,1307.28,22,gaming,debit_card,2,10,1,2025-01-28 19:30:00
8012,1245.87,8,travel,bank_transfer,12,5,1,2025-01-23 06:04:00
8013,608.28,5,fuel,debit_card,7,10,0,2025-01-06 13:32:00
8014,1030.64,13,fuel,credit_card,12,2,0,2025-01-06 13:33:00
8015,867.45,23,groceries,bank_transfer,6,4,0,2025-01-23 06:16:00
8016,580.48,8,groceries,debit_card,13,6,0,2025-01-17 16:45:00
8017,94.67,17,travel,credit_card,9,9,0,2025-01-23 06:24:00
8018,804.22,13,fashion,credit_card,15,8,0,2025-01-28 20:05:00
8019,614.76,13,electronics,mobile_wallet,2,8,0,2025-01-23 06:32:00
8020,1577.42,14,restaurants,credit_card,5,10,0,2025-01-28 20:15:00
8021,1037.15,5,subscriptions,bank_transfer,2,9,0,2025-01-17 17:00:00
8022,279.59,13,groceries,mobile_wallet,6,3,0,2025-01-17 17:03:00
8023,1714.41,20,fuel,mobile_wallet,13,4,0,2025-01-23 06:48:00
8024,1249.33,15,restaurants,mobile_wallet,7,9,0,2025-01-17 17:09:00
8025,158.44,21,groceries,mobile_wallet,11,8,0,2025-01-12 03:28:00
8026,1340.77,19,fashion,bank_transfer,13,1,0,2025-01-12 03:30:00
8027,1823.76,10,gaming,debit_card,14,0,1,2025-01-06 13:46:00
8028,869.6,11,electronics,credit_card,1,5,0,2025-01-23 07:08:00
8029,1174.23,19,subscriptions,mobile_wallet,3,7,0,2025-01-23 07:12:00
8030,1290.6,0,restaurants,credit_card,10,3,0,2025-01-23 07:16:00
8031,1371.46,9,fashion,bank_transfer,9,0,0,2025-01-28 21:10:00
8032,364.95,9,gaming,credit_card,2,10,0,2025-01-06 13:51:00
8033,40.52,8,travel,debit_card,6,9,0,2025-01-17 17:36:00
8034,558.06,22,fashion,credit_card,14,0,0,2025-01-28 21:25:00
8035,1150.48,9,travel,credit_card,7,8,0,2025-01-06 13:54:00
8036,318.35,12,travel,bank_transfer,6,3,0,2025-01-12 03:50:00
8037,1743.85,4,restaurants,debit_card,6,10,0,2025-01-17 17:48:00
8038,518.24,3,subscriptions,mobile_wallet,11,3,0,2025-01-17 17:51:00
8039,1803.31,13,travel,debit_card,14,8,1,2025-01-06 13:58:00
8040,1707.36,16,restaurants,debit_card,1,10,0,2025-01-17 17:57:00
8041,1666.73,13,fashion,credit_card,6,4,0,2025-01-28 22:00:00
8042,1441.84,21,electronics,mobile_wallet,15,4,1,2025-01-28 22:05:00
8043,384.81,14,electronics,bank_transfer,3,3,0,2025-01-17 18:06:00
8044,437.22,21,fuel,mobile_wallet,11,6,0,2025-01-28 22:15:00
8045,191.51,22,restaurants,debit_card,2,2,0,2025-01-17 18:12:00
8046,821.7,17,fashion,credit_card,2,8,0,2025-01-28 22:25:00
8047,1386.48,5,electronics,debit_card,3,10,1,2025-01-17 18:18:00
8048,1683.77,15,fashion,credit_card,8,9,0,2025-01-23 08:28:00
8049,593.69,11,fashion,bank_transfer,8,5,0,2025-01-17 18:24:00
8050,1354.22,17,fuel,debit_card,4,4,0,2025-01-23 08:36:00
8051,1069.11,1,electronics,credit_card,5,7,0,2025-01-12 04:20:00
8052,350.8,9,groceries,credit_card,4,6,0,2025-01-23 08:44:00
8053,1614.22,17,fuel,bank_transfer,6,2,0,2025-01-06 14:12:00
8054,113.76,1,travel,credit_card,3,4,0,2025-01-12 04:26:00
8055,257.54,23,travel,credit_card,14,4,0,2025-01-12 04:28:00
8056,285.71,12,subscriptions,debit_card,10,0,0,2025-01-17 18:45:00
8057,917.68,20,gaming,credit_card,9,9,0,2025-01-17 18:48:00
8058,1789.07,21,electronics,bank_transfer,13,6,1,2025-01-23 09:08:00
8059,185.1,18,subscriptions,debit_card,10,8,0,2025-01-06 14:18:00
8060,1340.43,19,groceries,mobile_wallet,3,5,0,2025-01-23 09:16:00
8061,1587.72,17,electronics,debit_card,6,10,1,2025-01-06 14:20:00
8062,669.33,0,fashion,bank_transfer,5,9,0,2025-01-23 09:24:00
8063,1211.36,1,groceries,debit_card,13,10,1,2025-01-06 14:22:00
8064,21.04,8,fashion,mobile_wallet,8,3,0,2025-01-28 23:55:00
8065,939.67,10,fashion,bank_transfer,6,4,0,2025-01-17 19:12:00
8066,1788.9,22,electronics,debit_card,15,9,1,2025-01-06 14:25:00
8067,1892.48,16,restaurants,debit_card,5,4,0,2025-01-12 04:52:00
8068,1540.36,11,gaming,bank_transfer,14,0,1,2025-01-17 19:21:00
8069,140.61,17,restaurants,debit_card,7,7,0,2025-01-12 04:56:00
8070,886.56,11,fashion,credit_card,7,7,0,2025-01-23 09:56:00
8071,1408.82,1,fuel,bank_transfer,15,7,0,2025-01-23 10:00:00
8072,959.45,14,fuel,bank_transfer,8,1,0,2025-01-17 19:33:00
8073,962.88,14,restaurants,bank_transfer,2,3,0,2025-01-23 10:08:00
8074,454.37,2,electronics,credit_card,2,10,0,2025-01-06 14:33:00
8075,845.01,23,subscriptions,debit_card,15,7,0,2025-01-29 00:50:00
8076,858.68,5,electronics,mobile_wallet,1,10,0,2025-01-06 14:35:00
8077,1850.01,15,fuel,credit_card,7,8,0,2025-01-17 19:48:00
8078,221.47,5,groceries,bank_transfer,5,4,0,2025-01-17 19:51:00
8079,1436.57,18,restaurants,bank_transfer,15,8,1,2025-01-29 01:10:00
8080,934.33,9,fashion,bank_transfer,7,4,0,2025-01-17 19:57:00
8081,928.37,12,restaurants,bank_transfer,4,6,0,2025-01-23 10:40:00
8082,1186.47,6,gaming,debit_card,2,0,0,2025-01-06 14:41:00
8083,1964.19,19,electronics,debit_card,1,1,0,2025-01-17 20:06:00
8084,341.4,23,electronics,debit_card,12,4,0,2025-01-17 20:09:00
8085,269.38,16,fuel,bank_transfer,11,9,0,2025-01-17 20:12:00
8086,1206.75,20,gaming,debit_card,5,6,0,2025-01-23 11:00:00
8087,1514.62,19,gaming,debit_card,8,8,1,2025-01-12 05:32:00
8088,1905.91,19,travel,debit_card,1,8,1,2025-01-06 14:47:00
8089,1121.06,1,gaming,debit_card,11,0,0,2025-01-12 05:36:00
8090,194.17,10,fuel,bank_transfer,1,1,0,2025-01-17 20:27:00
8091,1876.22,1,travel,mobile_wallet,6,10,1,2025-01-23 11:20:00
8092,1762.57,4,fashion,debit_card,12,10,1,2025-01-12 05:42:00
8093,1916.2,10,gaming,credit_card,8,3,0,2025-01-29 02:20:00
8094,1448.56,6,fashion,bank_transfer,12,1,0,2025-01-29 02:25:00
8095,1477.61,11,fashion,bank_transfer,6,9,0,2025-01-17 20:42:00
8096,1627.35,19,groceries,debit_card,1,2,0,2025-01-23 11:40:00
8097,1991.71,7,fuel,mobile_wallet,7,1,0,2025-01-29 02:40:00
8098,1406.53,11,travel,debit_card,15,7,1,2025-01-17 20:51:00
8099,1958.76,17,groceries,credit_card,15,8,1,2025-01-29 02:50:00
8100,1873.37,3,travel,bank_transfer,15,5,1,2025-01-23 11:56:00
8101,1689.29,2,gaming,credit_card,1,3,0,2025-01-17 21:00:00
8102,72.69,3,subscriptions,bank_transfer,2,2,0,2025-01-17 21:03:00
8103,94.38,13,electronics,debit_card,14,8,1,2025-01-12 06:04:00
8104,869.74,6,groceries,bank_transfer,14,10,0,2025-01-29 03:15:00
8105,63.32,16,restaurants,mobile_wallet,9,8,0,2025-01-06 15:04:00
8106,658.1,6,restaurants,debit_card,3,2,0,2025-01-23 12:20:00
8107,21.95,11,travel,mobile_wallet,6,3,0,2025-01-23 12:24:00
8108,1090.19,9,subscriptions,credit_card,4,10,0,2025-01-29 03:35:00
8109,1182.09,14,subscriptions,debit_card,12,2,0,2025-01-17 21:24:00
8110,54.34,4,subscriptions,bank_transfer,8,7,0,2025-01-23 12:36:00
8111,1023.45,18,fashion,bank_transfer,5,0,0,2025-01-06 15:10:00
8112,365.29,8,groceries,bank_transfer,15,10,0,2025-01-29 03:55:00
8113,790.79,10,subscriptions,credit_card,3,10,0,2025-01-06 15:12:00
8114,444.33,6,groceries,credit_card,9,2,0,2025-01-17 21:39:00
8115,1110.99,1,electronics,bank_transfer,4,9,0,2025-01-17 21:42:00
8116,935.21,20,subscriptions,mobile_wallet,14,3,0,2025-01-12 06:30:00
8117,621.05,4,electronics,mobile_wallet,6,0,0,2025-01-06 15:16:00
8118,1105.98,21,electronics,bank_transfer,6,7,0,2025-01-17 21:51:00
8119,1888.62,6,groceries,mobile_wallet,2,4,0,2025-01-17 21:54:00
8120,372.17,9,subscriptions,bank_transfer,13,1,0,2025-01-12 06:38:00
8121,952.4,2,electronics,credit_card,2,9,0,2025-01-17 22:00:00
8122,1089.6,13,subscriptions,mobile_wallet,11,2,0,2025-01-23 13:24:00
8123,1472.77,20,subscriptions,bank_transfer,14,8,1,2025-01-06 15:22:00
8124,522.66,0,subscriptions,debit_card,5,4,0,2025-01-17 22:09:00
8125,1942.62,5,subscriptions,credit_card,8,4,0,2025-01-06 15:24:00
8126,980.65,18,travel,debit_card,11,0,0,2025-01-17 22:15:00
8127,1726.59,3,restaurants,bank_transfer,6,10,0,2025-01-06 15:26:00
8128,249.38,20,travel,mobile_wallet,13,10,1,2025-01-06 15:27:00
8129,754.81,20,restaurants,bank_transfer,15,2,0,2025-01-12 06:56:00
8130,1617.63,14,gaming,credit_card,11,10,1,2025-01-29 05:25:00
8131,1670.93,19,electronics,credit_card,9,2,0,2025-01-29 05:30:00
8132,126.71,0,fuel,mobile_wallet,13,7,0,2025-01-29 05:35:00
8133,1957.75,2,gaming,mobile_wallet,15,10,1,2025-01-06 15:32:00
8134,728.76,0,fuel,mobile_wallet,6,2,0,2025-01-17 22:39:00
8135,1942.37,22,groceries,bank_transfer,4,2,0,2025-01-06 15:34:00
8136,719.25,3,fuel,bank_transfer,11,0,0,2025-01-06 15:35:00
8137,677.45,4,groceries,credit_card,15,0,0,2025-01-29 06:00:00
8138,88.36,10,travel,mobile_wallet,5,2,0,2025-01-29 06:05:00
8139,1902.49,11,fuel,mobile_wallet,5,6,0,2025-01-23 14:32:00
8140,119.31,3,groceries,credit_card,15,5,0,2025-01-23 14:36:00
8141,840.07,8,gaming,debit_card,1,7,0,2025-01-23 14:40:00
8142,950.17,5,subscriptions,bank_transfer,5,4,0,2025-01-17 23:03:00
8143,842.33,3,gaming,mobile_wallet,10,2,0,2025-01-06 15:42:00
8144,725.9,2,fuel,bank_transfer,4,5,0,2025-01-17 23:09:00
8145,1356.03,19,travel,debit_card,8,2,0,2025-01-17 23:12:00
8146,1713.23,11,gaming,mobile_wallet,14,7,1,2025-01-12 07:30:00
8147,1103.95,2,travel,debit_card,7,1,0,2025-01-06 15:46:00
8148,76.51,12,subscriptions,mobile_wallet,6,10,0,2025-01-06 15:47:00
8149,1394.96,23,fuel,bank_transfer,4,8,0,2025-01-29 07:00:00
8150,68.83,4,travel,debit_card,6,4,0,2025-01-17 23:27:00
8151,740.28,20,travel,credit_card,14,4,0,2025-01-29 07:10:00
8152,189.29,10,fashion,mobile_wallet,12,4,0,2025-01-29 07:15:00
8153,475.53,3,fuel,bank_transfer,5,5,0,2025-01-12 07:44:00
8154,1395.27,13,electronics,credit_card,5,7,0,2025-01-17 23:39:00
8155,1542.76,20,fashion,bank_transfer,9,10,0,2025-01-12 07:48:00
8156,991.25,22,groceries,bank_transfer,13,6,0,2025-01-17 23:45:00
8157,1329.0,6,fuel,debit_card,7,0,0,2025-01-17 23:48:00
8158,146.91,15,groceries,bank_transfer,1,2,0,2025-01-12 07:54:00
8159,1848.84,21,fuel,debit_card,12,5,0,2025-01-06 15:58:00
8160,68.12,7,fuel,bank_transfer,11,4,0,2025-01-17 23:57:00
8161,1064.97,0,fuel,debit_card,6,7,0,2025-01-12 08:00:00
8162,1427.18,5,subscriptions,credit_card,8,2,0,2025-01-29 08:05:00
8163,1599.2,4,travel,credit_card,14,4,1,2025-01-18 00:06:00
8164,818.79,7,subscriptions,debit_card,15,2,0,2025-01-29 08:15:00
8165,1851.66,9,gaming,bank_transfer,2,8,1,2025-01-18 00:12:00
8166,552.72,20,restaurants,mobile_wallet,4,1,0,2025-01-06 16:05:00
8167,324.35,11,electronics,credit_card,9,1,0,2025-01-06 16:06:00
8168,201.14,1,fashion,bank_transfer,7,8,0,2025-01-29 08:35:00
8169,859.39,9,subscriptions,credit_card,15,4,0,2025-01-06 16:08:00
8170,1881.25,20,fuel,mobile_wallet,11,2,0,2025-01-23 16:36:00
8171,993.15,22,subscriptions,mobile_wallet,3,1,0,2025-01-23 16:40:00
8172,526.92,4,fuel,credit_card,15,10,0,2025-01-29 08:55:00
8173,1741.84,2,groceries,mobile_wallet,5,1,0,2025-01-18 00:36:00
8174,661.96,11,gaming,bank_transfer,4,4,0,2025-01-29 09:05:00
8175,1123.74,22,groceries,bank_transfer,3,10,0,2025-01-12 08:28:00
8176,253.78,6,subscriptions,bank_transfer,1,9,0,2025-01-06 16:15:00
8177,1281.84,13,fashion,credit_card,14,4,0,2025-01-18 00:48:00
8178,1044.23,19,restaurants,mobile_wallet,11,5,0,2025-01-23 17:08:00
8179,119.71,22,fuel,mobile_wallet,7,0,0,2025-01-12 08:36:00
8180,1793.19,13,restaurants,credit_card,14,0,0,2025-01-12 08:38:00
8181,1203.17,23,fashion,credit_card,1,1,0,2025-01-12 08:40:00
8182,1688.35,14,travel,mobile_wallet,14,4,1,2025-01-12 08:42:00
8183,573.03,19,fashion,bank_transfer,3,1,0,2025-01-18 01:06:00
8184,1086.59,1,groceries,mobile_wallet,7,1,0,2025-01-12 08:46:00
8185,915.04,13,electronics,credit_card,1,2,0,2025-01-23 17:36:00
8186,1626.47,13,subscriptions,debit_card,10,4,0,2025-01-18 01:15:00
8187,1586.87,9,travel,bank_transfer,13,10,1,2025-01-06 16:26:00
8188,119.99,19,subscriptions,bank_transfer,8,4,0,2025-01-18 01:21:00
8189,1872.55,19,groceries,bank_transfer,6,4,0,2025-01-12 08:56:00
8190,1600.83,1,subscriptions,mobile_wallet,3,7,0,2025-01-18 01:27:00
8191,609.29,9,fashion,mobile_wallet,12,8,0,2025-01-23 18:00:00
8192,834.44,6,electronics,mobile_wallet,5,10,0,2025-01-29 10:35:00
8193,808.0,9,subscriptions,credit_card,4,10,0,2025-01-29 10:40:00
8194,984.89,0,subscriptions,mobile_wallet,12,10,0,2025-01-06 16:33:00
8195,1057.99,14,electronics,bank_transfer,15,4,0,2025-01-06 16:34:00
8196,1814.83,5,subscriptions,credit_card,10,3,0,2025-01-23 18:20:00
8197,149.83,14,restaurants,bank_transfer,10,10,0,2025-01-23 18:24:00
8198,981.48,3,travel,mobile_wallet,15,1,0,2025-01-06 16:37:00
8199,227.02,19,electronics,mobile_wallet,8,1,0,2025-01-06 16:38:00
8200,788.4,10,restaurants,credit_card,13,9,0,2025-01-23 18:36:00
8201,1165.6,14,fuel,credit_card,14,8,0,2025-01-12 09:20:00
8202,576.92,2,subscriptions,mobile_wallet,15,8,0,2025-01-18 02:03:00
8203,54.14,10,groceries,mobile_wallet,15,9,0,2025-01-18 02:06:00
8204,307.68,10,restaurants,debit_card,2,4,0,2025-01-29 11:35:00
8205,1473.41,1,electronics,bank_transfer,5,8,1,2025-01-18 02:12:00
8206,344.24,21,groceries,bank_transfer,10,9,0,2025-01-06 16:45:00
8207,379.81,6,fuel,mobile_wallet,13,10,0,2025-01-06 16:46:00
8208,1917.74,5,groceries,bank_transfer,8,9,0,2025-01-12 09:34:00
8209,164.74,0,gaming,bank_transfer,14,5,0,2025-01-06 16:48:00
8210,1898.5,19,fashion,credit_card,7,2,0,2025-01-23 19:16:00
8211,639.66,3,electronics,debit_card,7,3,0,2025-01-06 16:50:00
8212,621.89,15,fashion,mobile_wallet,14,10,0,2025-01-12 09:42:00
8213,1327.7,5,fashion,mobile_wallet,13,3,0,2025-01-06 16:52:00
8214,1892.4,18,travel,bank_transfer,6,9,1,2025-01-18 02:39:00
8215,1329.56,7,restaurants,debit_card,4,4,0,2025-01-23 19:36:00
8216,1468.28,16,electronics,credit_card,14,3,1,2025-01-12 09:50:00
8217,184.5,4,electronics,bank_transfer,8,3,0,2025-01-12 09:52:00
8218,323.03,3,electronics,mobile_wallet,14,7,0,2025-01-29 12:45:00
8219,508.22,21,fashion,credit_card,2,7,0,2025-01-18 02:54:00
8220,41.0,23,gaming,bank_transfer,15,8,1,2025-01-18 02:57:00
8221,258.06,2,fuel,debit_card,13,6,0,2025-01-29 13:00:00
8222,110.46,20,subscriptions,mobile_wallet,8,1,0,2025-01-29 13:05:00
8223,775.44,3,fuel,bank_transfer,7,5,0,2025-01-29 13:10:00
8224,293.36,20,groceries,mobile_wallet,6,5,0,2025-01-29 13:15:00
8225,216.33,4,fashion,credit_card,8,8,0,2025-01-12 10:08:00
8226,865.58,10,restaurants,credit_card,3,5,0,2025-01-18 03:15:00
8227,317.13,3,gaming,debit_card,10,4,0,2025-01-23 20:24:00
8228,26.48,1,groceries,mobile_wallet,13,2,0,2025-01-06 17:07:00
8229,1873.75,1,gaming,debit_card,12,7,1,2025-01-12 10:16:00
8230,1787.17,15,groceries,debit_card,3,6,0,2025-01-23 20:36:00
8231,1673.79,14,restaurants,credit_card,6,7,0,2025-01-06 17:10:00
8232,1079.78,14,fuel,debit_card,5,1,0,2025-01-18 03:33:00
8233,1816.59,15,electronics,bank_transfer,6,1,0,2025-01-29 14:00:00
8234,351.38,10,subscriptions,debit_card,14,3,0,2025-01-06 17:13:00
8235,1370.55,3,groceries,credit_card,15,0,0,2025-01-23 20:56:00
8236,1868.38,19,subscriptions,mobile_wallet,11,5,0,2025-01-29 14:15:00
8237,292.06,11,restaurants,bank_transfer,2,10,0,2025-01-29 14:20:00
8238,764.08,6,subscriptions,debit_card,15,9,0,2025-01-12 10:34:00
8239,946.78,21,subscriptions,debit_card,10,6,0,2025-01-12 10:36:00
8240,513.29,17,travel,mobile_wallet,14,0,0,2025-01-06 17:19:00
8241,1440.44,7,electronics,debit_card,14,2,1,2025-01-12 10:40:00
8242,1661.73,7,electronics,debit_card,1,7,0,2025-01-12 10:42:00
8243,69.25,10,electronics,credit_card,13,5,0,2025-01-23 21:28:00
8244,1584.44,13,restaurants,mobile_wallet,6,1,0,2025-01-12 10:46:00
8245,854.2,0,fuel,credit_card,4,8,0,2025-01-18 04:12:00
8246,208.04,10,gaming,credit_card,12,0,0,2025-01-23 21:40:00
8247,961.74,11,fuel,debit_card,3,6,0,2025-01-18 04:18:00
8248,265.83,20,electronics,credit_card,13,3,0,2025-01-29 15:15:00
8249,578.48,8,restaurants,mobile_wallet,2,2,0,2025-01-23 21:52:00
8250,87.38,5,electronics,debit_card,13,4,0,2025-01-29 15:25:00
8251,82.52,8,fuel,debit_card,6,7,0,2025-01-06 17:30:00
8252,129.13,16,fashion,debit_card,8,9,0,2025-01-06 17:31:00
8253,1380.74,23,subscriptions,debit_card,11,9,1,2025-01-23 22:08:00
8254,1023.58,6,travel,debit_card,1,1,0,2025-01-12 11:06:00
8255,1725.56,2,fuel,bank_transfer,10,7,0,2025-01-18 04:42:00
8256,1857.57,19,gaming,mobile_wallet,8,3,0,2025-01-12 11:10:00
8257,1603.06,23,groceries,credit_card,3,4,0,2025-01-18 04:48:00
8258,853.23,18,gaming,debit_card,4,0,0,2025-01-23 22:28:00
8259,429.8,0,subscriptions,bank_transfer,4,4,0,2025-01-12 11:16:00
8260,1530.88,13,fashion,credit_card,2,4,0,2025-01-06 17:39:00
8261,1722.79,14,electronics,debit_card,11,5,1,2025-01-06 17:40:00
8262,580.03,10,electronics,credit_card,6,5,0,2025-01-06 17:41:00
8263,1464.42,22,fuel,mobile_wallet,6,9,0,2025-01-29 16:30:00
8264,1840.05,9,subscriptions,bank_transfer,4,3,0,2025-01-06 17:43:00
8265,388.61,17,electronics,mobile_wallet,7,2,0,2025-01-06 17:44:00
8266,1840.21,10,fuel,mobile_wallet,9,3,0,2025-01-12 11:30:00
8267,1445.73,23,restaurants,credit_card,10,1,0,2025-01-06 17:46:00
8268,88.13,0,travel,mobile_wallet,3,6,0,2025-01-23 23:08:00
8269,236.56,18,subscriptions,bank_transfer,6,10,0,2025-01-29 17:00:00
8270,1591.96,1,groceries,bank_transfer,7,9,0,2025-01-23 23:16:00
8271,1947.9,23,fashion,debit_card,10,5,0,2025-01-23 23:20:00
8272,1746.09,23,subscriptions,bank_transfer,7,10,0,2025-01-23 23:24:00
8273,1442.81,20,subscriptions,credit_card,11,3,0,2025-01-06 17:52:00
8274,446.55,6,travel,mobile_wallet,13,6,0,2025-01-29 17:25:00
8275,327.19,13,subscriptions,debit_card,6,10,0,2025-01-23 23:36:00
8276,698.29,22,fashion,mobile_wallet,6,4,0,2025-01-06 17:55:00
8277,1184.88,19,travel,bank_transfer,1,6,0,2025-01-29 17:40:00
8278,1930.27,13,groceries,credit_card,10,9,0,2025-01-29 17:45:00
8279,257.94,18,fuel,credit_card,14,10,0,2025-01-18 05:54:00
8280,701.49,16,fashion,bank_transfer,7,9,0,2025-01-29 17:55:00
8281,1587.71,20,travel,credit_card,5,2,0,2025-01-24 00:00:00
8282,266.23,11,electronics,mobile_wallet,11,2,0,2025-01-18 06:03:00
8283,1829.93,9,fashion,debit_card,14,0,0,2025-01-24 00:08:00
8284,1900.9,3,restaurants,debit_card,10,4,0,2025-01-29 18:15:00
8285,897.74,13,groceries,credit_card,11,7,0,2025-01-29 18:20:00
8286,756.26,23,groceries,bank_transfer,9,1,0,2025-01-12 12:10:00
8287,998.09,14,gaming,bank_transfer,15,2,0,2025-01-12 12:12:00
8288,1541.52,12,groceries,mobile_wallet,3,2,0,2025-01-24 00:28:00
8289,845.49,15,groceries,bank_transfer,2,1,0,2025-01-12 12:16:00
8290,358.96,8,gaming,bank_transfer,5,1,0,2025-01-24 00:36:00
8291,1305.78,12,gaming,credit_card,5,5,0,2025-01-12 12:20:00
8292,691.99,19,restaurants,credit_card,1,2,0,2025-01-06 18:11:00
8293,1777.4,16,electronics,credit_card,6,4,0,2025-01-12 12:24:00
8294,1569.83,7,travel,debit_card,8,0,0,2025-01-24 00:52:00
8295,854.15,23,subscriptions,mobile_wallet,15,5,0,2025-01-12 12:28:00
8296,769.17,12,travel,debit_card,1,2,0,2025-01-06 18:15:00
8297,1924.53,8,groceries,mobile_wallet,4,8,0,2025-01-06 18:16:00
8298,1723.08,21,subscriptions,debit_card,14,2,0,2025-01-12 12:34:00
8299,179.96,16,fuel,credit_card,2,6,0,2025-01-12 12:36:00
8300,1783.0,8,groceries,debit_card,10,5,0,2025-01-29 19:35:00
8301,137.56,8,groceries,bank_transfer,5,7,0,2025-01-29 19:40:00
8302,1510.03,7,fuel,mobile_wallet,3,10,0,2025-01-24 01:24:00
8303,1517.35,3,fashion,debit_card,11,8,1,2025-01-12 12:44:00
8304,600.9,4,fuel,credit_card,5,0,0,2025-01-12 12:46:00
8305,181.78,21,restaurants,mobile_wallet,6,3,0,2025-01-29 20:00:00
8306,524.65,21,restaurants,debit_card,7,10,0,2025-01-24 01:40:00
8307,29.91,11,electronics,bank_transfer,5,10,0,2025-01-18 07:18:00
8308,368.03,18,fashion,bank_transfer,15,5,0,2025-01-12 12:54:00
8309,605.56,22,fashion,bank_transfer,9,9,0,2025-01-24 01:52:00
8310,959.43,3,travel,bank_transfer,6,5,0,2025-01-12 12:58:00
8311,1285.72,15,fuel,credit_card,9,1,0,2025-01-29 20:30:00
8312,1998.27,8,fashion,bank_transfer,11,9,1,2025-01-12 13:02:00
8313,895.65,4,restaurants,credit_card,2,10,0,2025-01-29 20:40:00
8314,1487.94,13,travel,mobile_wallet,8,4,0,2025-01-29 20:45:00
8315,111.22,6,fashion,bank_transfer,4,5,0,2025-01-24 02:16:00
8316,1580.21,16,travel,credit_card,11,0,1,2025-01-29 20:55:00
8317,1058.02,9,restaurants,bank_transfer,4,10,0,2025-01-06 18:36:00
8318,1292.96,3,subscriptions,credit_card,2,9,0,2025-01-29 21:05:00
8319,1926.93,16,gaming,debit_card,1,2,0,2025-01-06 18:38:00
8320,1912.02,9,gaming,bank_transfer,5,9,1,2025-01-24 02:36:00
8321,1797.08,4,gaming,credit_card,10,4,0,2025-01-18 08:00:00
8322,1342.18,8,electronics,bank_transfer,4,5,0,2025-01-12 13:22:00
8323,411.97,9,fashion,mobile_wallet,3,9,0,2025-01-06 18:42:00
8324,448.74,7,electronics,mobile_wallet,2,2,0,2025-01-06 18:43:00
8325,1478.1,0,electronics,credit_card,7,8,1,2025-01-12 13:28:00
8326,1502.84,22,groceries,credit_card,2,3,0,2025-01-24 03:00:00
8327,1394.36,14,electronics,mobile_wallet,4,5,0,2025-01-29 21:50:00
8328,1102.82,14,gaming,debit_card,14,10,1,2025-01-24 03:08:00
8329,1291.94,7,gaming,mobile_wallet,1,0,0,2025-01-29 22:00:00
8330,133.97,20,travel,debit_card,3,8,0,2025-01-18 08:27:00
8331,509.25,15,groceries,mobile_wallet,9,8,0,2025-01-12 13:40:00
8332,499.42,4,groceries,debit_card,11,6,0,2025-01-29 22:15:00
8333,1707.69,5,gaming,debit_card,7,4,0,2025-01-06 18:52:00
8334,1904.42,9,restaurants,bank_transfer,14,4,0,2025-01-29 22:25:00
8335,205.61,10,fashion,bank_transfer,7,3,0,2025-01-24 03:36:00
8336,722.91,5,fuel,bank_transfer,3,9,0,2025-01-12 13:50:00
8337,1862.52,16,restaurants,bank_transfer,6,10,0,2025-01-29 22:40:00
8338,856.3,13,electronics,debit_card,5,8,0,2025-01-12 13:54:00
8339,97.03,9,travel,credit_card,10,4,0,2025-01-06 18:58:00
8340,958.23,12,restaurants,mobile_wallet,15,4,0,2025-01-24 03:56:00
8341,1732.76,4,travel,mobile_wallet,11,3,1,2025-01-12 14:00:00
8342,1067.33,19,fashion,credit_card,2,1,0,2025-01-06 19:01:00
8343,1759.32,17,fashion,credit_card,8,3,0,2025-01-06 19:02:00
8344,1492.0,6,fuel,bank_transfer,8,0,0,2025-01-18 09:09:00
8345,1768.93,11,subscriptions,credit_card,6,0,0,2025-01-18 09:12:00
8346,416.88,15,restaurants,credit_card,9,7,0,2025-01-18 09:15:00
8347,1024.71,19,groceries,mobile_wallet,4,2,0,2025-01-18 09:18:00
8348,199.34,20,travel,bank_transfer,3,0,0,2025-01-18 09:21:00
8349,987.82,5,groceries,mobile_wallet,9,6,0,2025-01-29 23:40:00
8350,455.5,20,restaurants,bank_transfer,12,0,0,2025-01-18 09:27:00
8351,795.67,12,fashion,credit_card,4,7,0,2025-01-18 09:30:00
8352,1639.36,15,electronics,debit_card,3,4,0,2025-01-12 14:22:00
8353,13.59,8,fashion,debit_card,11,0,0,2025-01-30 00:00:00
